Text,score,label
 ????????ï¿½?? ??????????ï¿½?? ,0.009233339689671993,0
 Berner Lenny ,0.0055273352190852165,0
 Cheyenne ,0.006048676325008273,0
 LetsGoBrandon!,0.09521771967411041,0
 Tekki the Fairy ,0.010764594189822674,0
 meimei @ ew spoilers,0.006158304866403341,0
 planet mars is team strange .? .?,0.00755650456994772,0
 planet mars is team strange .áŸ .áŸ,0.00755650456994772,0
 â€¢ Mğ–ğ–ˆğ–ğ–†ğ–Šğ–‘ â€¢ ,0.012002617120742798,0
 ï¿½ M???????????? ï¿½ ,0.012002617120742798,0
*LIVE* Rexium,0.006457698531448841,0
*mags is celebrating mitch day*,0.03399641951546073,0
- Poppi QT? -,0.005800882121548057,0
- Poppi QTÏ€ -,0.006766348301122586,0
2022 49ers will be cause for day drinking,0.06595863401889801,0
3AW Melbourne,0.0068051498383283615,0
4,0.00943826511502266,0
45+JFKJRISALIVE,0.006157632917165756,0
777,0.008152241818606853,0
= + =,0.006277941167354584,0
?,0.007552208728156984,0
? ?? ? kristine,0.008537797722965479,0
? ?????????????? ?????????????????????? ?||RP,0.005747178724656503,0
? ??bambi: astro brainrot actually???,0.0073199644684791565,0
??,0.030110536608844995,0
?? ?????????????? .? ,0.01946359872817993,0
?? tina,0.005971384700387716,0
?? | fuwa,0.007569500245153904,0
??(((,0.010491060791537166,0
???,0.007822728715837002,0
??? ???,0.03384558390825987,0
??? ???????????,0.008135802112519741,0
???'??* ,0.007038558833301067,0
????,0.03589253593236208,0
???? ????,0.050549231469631195,0
????? ?????????,0.0077031191904097795,0
??????,0.020176948606967927,0
?????? ????????????,0.050549231469631195,0
????????,0.18174088245723397,0
???????? ?.?????,0.00961168110370636,0
???????? ????? ??????? josh,0.0077839018777012825,0
???????? ??????????????,0.006524290191009641,0
???????? ????????????????????,0.8839489221572876,1
????????!,0.010051550623029471,0
?????????? ,0.008164944127202034,0
?????????? #BELIEVEBRITNEY #FREEKESHA #FREEAMANDA,0.015456726308912039,0
?????????? ???? ??????????,0.010235367342829704,0
???????????,0.012621976302138396,0
????????????,0.09629526734352112,0
????????????.??.????????-?,0.007601821329444647,0
?????????????? ????????????.,0.0135387247428298,0
?????????????????? ???????????????? ?????? (H),0.012408089824020863,0
???????????????????? ????????????,0.011477931402623653,0
?????????????????????????????? ?,0.009528874419629574,0
????@?ï¿½????????,0.050549231469631195,0
????ï¿½??????????,0.013260429725050926,0
??D PILL L?D ,0.014726469293236732,0
?LEADER OF OLD SPORT CULT?,0.006354242563247681,0
?Ms,0.1482224278151989,0
?Raskolnikov?,0.007109062280505896,0
A View From the Peanut Gallery,0.008439650759100914,0
A mais bela,0.006566053256392479,0
ABC News,0.006052681511001927,0
ABC7 News,0.007557151839137077,0
ALASTAIR CAMPBELL,0.015829775482416153,0
AN,0.007073423825204372,0
AXS,0.00984926987439394,0
Aaron ,0.007378995418548584,0
Aaron Ginn,0.009406549856066704,0
Abandon their technocratic monstrosity.,0.006535047199577093,0
Abu-Faisal ???? ????,0.019044702872633934,0
Abu-Faisal ØµØ§Ø¨Ø± Ø±Ø¨Ø§Ø·,0.019044702872633934,0
Adam Gaertner ,0.01493575144559145,0
Adam Kinzinger,0.006802233401685953,0
Adam Selene ????,0.00609204825013876,0
Adam Selene ÙƒØ§ÙØ±,0.00609204825013876,0
Adelfar,0.010145819745957851,0
Affronter ,0.00944332592189312,0
Afghan Millat #FreeAfghanistan,0.011869065230712295,0
Ahmed Ali,0.005637127440422773,0
Aimke,0.028889240697026253,0
Aisha Hakim (ae-sha hay-kim),0.007199515122920275,0
Al E.,0.011232887394726276,0
Alaska,0.009605947881937027,0
Albotron:2084,0.01003445778042078,0
Alex Bryan,0.01705808303086087,0
Alex deGrasse,0.008229618892073631,0
Alexandra,0.006547394208610058,0
Alicon ( COMMISSIONS OPEN ),0.009166399948298931,0
AlternateHistoryHub,0.07210060954093933,0
Alton Brown,0.006881700828671455,0
Alyssa,0.006677130935713649,0
Amanda,0.006017645355314016,0
Amanda ,0.03188153123483062,0
Amanda Christmas #ramranchresistance,0.005791904404759407,0
Amy,0.007860493380576372,0
An American Trans Werewolf in Brooklyn,0.010697885416448116,0
Anarcho Bonobo,0.01697849330957979,0
Andre Gray,0.005711797159165144,0
Andrew Baback Boozary MD,0.005805458407849073,0
Andrew Lawton,0.026229362934827805,0
Andrew MS,0.048247482161968946,0
Andrew Matthews,0.010291561484336853,0
AngrySomeone,0.016767245437949895,0
Anne Jackson,0.007925904355943203,0
Ansem,0.006997562246397138,0
Antimony ??,0.007549370173364878,0
Appalachian Enthusiast,0.006112381350249052,0
Archie,0.046891898615285754,0
Ares,0.019069019705057144,0
AriL ,0.0057171182706952095,0
Arren ,0.005656256806105375,0
Art TakingBack ,0.0067140283063054085,0
Attack on Titan,0.03198995441198349,0
Aurora F.B.,0.007834112737327814,0
Awesomesaucette,0.008938698098063469,0
B,0.008738920837640763,0
B ,0.5128891263157129,1
BBC Sport,0.007764608599245548,0
BMitch & Finlay,0.005746052600443363,0
BNN Bloomberg,0.007876202464103699,0
BRYCHAM,0.006611251272261143,0
Bailient,0.006174788810312748,0
Barstool Sports,0.005281341262161732,0
Bash,0.008410532958805561,0
Bastard BjÃ¶rk,0.006417667958885431,0
Baza (Still a Fox ,0.007297968026250601,0
Bear,0.006337977712973952,0
BeardedBrownMan,0.008645224384963512,0
Bela TreÅ¡nja ,0.008258363232016563,0
Bela Treï¿½nja ,0.008410976268351078,0
Ben ?,0.0075989980250597,0
Bendix,0.007042586104944348,0
Bengal Jimâ€™s  BTR,0.015519784763455391,0
Bengal Jimï¿½s  BTR,0.015519784763455391,0
Benny Blanco,0.010185923427343369,0
Bernard B. Kerik,0.005430480930954218,0
BigmothufackingD,0.6509290933609009,1
Bill Glahn,0.0332476869225502,0
Billy Misanthrope ,0.008953303331509233,0
Bleeding Burgundy Podcast,0.006534102838486433,0
Blendeezer (Hosting Giveaways/Trading Skins),0.0070984140038490295,0
Blockchain Backer,0.005584510043263435,0
Bo,0.006140597630292177,0
Bob in Houston,0.03407280892133713,0
Bobby Livingston,0.0066677783615887165,0
Bobby Pineapples,0.021997779607772827,0
"Bohumil Hairball, Vortex of Eternal Ukraine ",0.006140931975096464,0
Bold & The Beautiful,0.005599236115813255,0
Brady Patton,0.011401455383747816,0
Brass Time,0.007774225901812315,0
Bravo_Obsessed ,0.006164003629237413,0
Brent Wallace,0.004991790745407343,0
Brett Forester,0.008692935574799776,0
Brian McNamara,0.009506779257208109,0
Brielle,0.009209053125232458,0
Brody ,0.010414689313620329,0
BrooklynDad_Defiant!,0.009037957371522983,0
Bryant Curtis,0.00803020503371954,0
Bryn,0.16075363755226135,0
Bumble,0.006680952617898583,0
Buttons,0.008859309367835522,0
C3 Fan Account ,0.008325558505021036,0
C?r?v?v?s?Y?,0.007073827786371112,0
CBS Evening News,0.0053129359148442745,0
CBS News,0.005969987250864506,0
CICI NICOLE,0.03997933445498347,0
CLUTCH RIPZ,0.019876232370734215,0
CNN Politics,0.006031898315995932,0
CTV News Vancouver,0.005421268753707409,0
Canadians United & Canada's Freedom Radio,0.027890644967556,0
Candice Bergen,0.14315766375511885,0
Candice Malcolm,0.0059299166314303875,0
Canopus tbh,0.011930189095437527,0
Cari Canuck BOOSTED and MASKED!,0.39711567759513855,1
Carolyn,0.009284631349146366,0
Catherine,0.006849737372249365,0
Cathy Russon,0.005190995987504721,0
Catturd â„¢,0.014661264605820179,0
Catturd ï¿½,0.014661264605820179,0
Caudillionaire,0.0064139654859900475,0
Cedric,0.008670524694025517,0
Cernovich,0.013856407720595598,0
Chandler Crump,0.17671087384223938,0
Chantal ?,0.00689117144793272,0
Chantal â“‹,0.00689117144793272,0
Charl,0.07948315081497033,0
Charles Dickens,0.009594895876944065,0
Chelle,0.007664815988391638,0
Choko Publisher,0.009824288543313742,0
Chris Warkentin,0.0059285571333020926,0
ChrisSchell96,0.008878061547875404,0
Chuggaaconroy,0.0061853484250605105,0
Cindy Schwind,0.004945644410327077,0
City Girl.,0.032059404999017715,0
Claire McCaskill,0.009183401241898537,0
Claris,0.005179754691198468,0
Clay Travis,0.015652447938919067,0
Coco Moloco,0.005730743519961834,0
Coco-DiloR,0.007945756427943707,0
Colebowl,0.0052225468680262566,0
Colleen-Future4Fairgrounds,0.005854205461218953,0
Comandante Shepard,0.005909906234592199,0
Comedor de Prego,0.007550970651209354,0
Comentando,0.006138846976682544,0
Commander Megatron,0.005643934011459351,0
Conor,0.03297369114377282,0
Conor Forbidden West,0.0048570281360298395,0
Conteisthegoat,0.008439018856734037,0
Corentin,0.006417667958885431,0
Corndalorian,0.017002182081341743,0
Cory,0.006409974303096533,0
Cory Roberson,0.01155080832540989,0
Cowboys Stats & Graphics,0.013649314641952515,0
Cozmo,0.006492723245173693,0
Craig Johnson,0.13629503473639487,0
Curtis L Reid,0.008810222148895264,0
Cylieee,0.0082626782823354,0
CÌ¶rÌ¶vÌ¶vÌ¶sÌ¶YÌ¶,0.006940447725355625,0
Cï¿½lia,0.008625487796962261,0
D A H E E R,0.0069181425496935844,0
D' Alessandro,0.00820512417703867,0
DJ Bien-Aime,0.005531357601284981,0
DJDebs,0.008560913149267435,0
Daily Mail U.K.,0.005187665112316608,0
Daily Wire,0.016950148157775402,0
Damien Cox,0.006743255537003279,0
Dan Rapaport,0.005326381418853998,0
Daniel L Saikali,0.013851274852640927,0
DasGud,0.006546297576278448,0
Daughter of Mindanao,0.007447311654686928,0
Dave Foley,0.0062191869753102464,0
Dave Rubin,0.13558526965789497,0
Dave Tuskey,0.007438187953084707,0
David Bennett,0.011949011124670506,0
"David Boulware, MD MPH",0.00983094951758782,0
David Woods,0.010373720899224281,0
Dawn,0.017735235393047333,0
DaytimeNurse ,0.00712628522887826,0
Dean Skoreyko,0.013265502639114857,0
Death in Paradise,0.4601116180419922,1
Deb,0.007208846043795347,0
Deb's World,0.006443149410188198,0
Deborah Donohoe (DoubleD,0.006152135785669088,0
Deezisit,0.015268847967187563,0
Denise Wu,0.014912678394466639,0
DeputyDave,0.006049158982932568,0
Diana Anaya No Dm's,0.008316089399158955,0
Disclose.tv,0.009173786267638206,0
DisturbedEarthâ„¢,0.007968246005475521,0
DisturbedEarthï¿½,0.007968246005475521,0
Doc Pox,0.006191038992255926,0
Dokkan Fan Account,0.0063494122587144375,0
Donald Trump Jr.,0.05979215633124113,0
Doodybeard Entertainment Jones,0.008016232401132584,0
Doodybeard is LIVE ON TWITCH!,0.008016232401132584,0
Doofy.eth ,0.009288276080042124,0
Dooner ,0.08054665476083755,0
Doug Ford,0.012852183310315013,0
DouglasStreet,0.008807581849396229,0
Dr Adrian Heald,0.011724869720637798,0
Dr Beth Parton,0.017391392961144447,0
Dr Jordan B Peterson,0.0055512781254947186,0
Dr. Bird,0.006116487551480532,0
"Dr. Polar Bear, Ph. D",0.007311356253921986,0
Dr. Steve Turley,0.9008998274803162,1
Duncan Ferguson,0.01291104918345809,0
DyllonKG,0.00717891426756978,0
E,0.20064133405685425,0
EL,0.012143589556217194,0
ESPN,0.005348851904273033,0
Edward Snowden,0.0068014797288924456,0
Ells ,0.05652852728962898,0
Elon Musk,0.023163760546594858,0
Emer,0.007493316661566496,0
Emily Andrews,0.005675979983061552,0
Employed anime protagonist,0.008247580379247665,0
Eric,0.01762842775012056,0
Erin Elizabeth Health Nut News,0.005763595458120108,0
Erin in PDX and Rome,0.00959801860153675,0
Eshelle,0.008718869648873806,0
Eze Severi ?,0.007136548403650522,0
Eze Severi â,0.006733368616551161,0
Ezra Levant ,0.01145426370203495,0
FAHQ,0.978438138961792,1
FPL Mihir,0.005864348262548447,0
Fanboi,0.00774539727717638,0
Fat Apollo,0.01456355582922697,0
Father Falafel.,0.006143133156001568,0
Fearless Soul ,0.006736456416547298,0
Firas Zahabi,0.006830272264778614,0
Forno,0.02470720373094082,0
Fox News,0.005479744635522366,0
FoxPug ,0.009737852029502392,0
Franck I am,0.17638140730559826,0
Frank D'Elia,0.009313668124377728,0
Frazer.eth,0.014465509913861752,0
Frost Wolf,0.014835361457828964,0
Funding Secured,0.006107082357630134,0
G,0.009002012200653553,0
GANOKIDS,0.0051348465494811535,0
GB News,0.017168652266263962,0
GET THEE VACCINATED OR GET THEE A TOE TAG.,0.0048289126716554165,0
Gabriel ,0.0074822199530899525,0
"Gabriel Elvery, licenced neurotypical ",0.007314495897541444,0
Gaia ,0.005456598475575447,0
Gajo,0.007205597357824445,0
Game_Doctor24,0.007309302221983671,0
Gary Carman,0.006327623501420021,0
Gary Mason,0.005860249977558851,0
Genshin Impact,0.005651357118040323,0
Gentle Warrior ,0.06499751657247543,0
George Papadopoulos,0.045387256890535355,0
Gerard Verterano,0.009178109467029572,0
Girlireland37 ,0.008266291581094265,0
Glenn Manuel,0.011993424035608768,0
Glenni,0.011884924955666065,0
God's Man,0.006611031945794821,0
GonÃ§aberto,0.006306225899606943,0
Gonï¿½aberto,0.0064331660978496075,0
Gopi,0.0077891177497804165,0
Greg Abbott,0.015162644907832146,0
Greg Jericho,0.012284885393455625,0
HANMA SHUJI COMEBACK !!! || CEO OF THE UZUI FAMILY,0.00681861008827885,0
HUPPERTON,0.022715482860803604,0
HYPEX ,0.0077055939473211765,0
Hamburger Josh,0.021589063107967377,0
HardFckErDaks,0.00701364828273654,0
Hayden Doumergumedov,0.0077742221765220165,0
Hayley Nicholas,0.050070384866558015,0
Heartkween,0.006642349064350128,0
Heartland Signal,0.005749387200921774,0
Heidi Stevens,0.006230490747839212,0
Heisenberg Francuski Crnogorac,0.013046610169112682,0
Henrique Rezende,0.008909076126292348,0
Hi Jing,0.0071440173002580805,0
High Score Tees,0.008767676539719105,0
"Hilltop Sanctuary, Ireland",0.006782421143725514,0
Howard Beckett,0.007909360807389021,0
HuskE,0.1649095476604998,0
IAmMcWolf,0.010686133056879044,0
Ian Miles Cheong,0.019258543848991394,0
Idrissou,0.0070978496223688126,0
Imeekasim ??,0.009226026944816113,0
Imeekasim ğ“ƒ°,0.007717708125710487,0
ImperiumEmpires,0.006279538851231337,0
In Freddie Fucci we trust,0.0054215434938669205,0
Indivisible EurekaSp Relentless and Implacable,0.01672615483403206,0
It Will NEVER Be You ,0.029178481549024582,0
ItsMe James,0.01076563447713852,0
J & M,0.008676014840602875,0
JADEN,0.007877796655520797,0
JDPower no associates,0.05502891296055168,0
JFT Shogun,0.009275287389755249,0
JKash ,0.009032542817294598,0
JLW powerful poetry knight,0.0059227729216217995,0
JUSTICESEEKER,0.010175822302699089,0
Jack,0.01781810261309147,0
Jack Cocchiarella,0.005767000373452902,0
JahlilmusicJa,0.03693277761340141,0
Jake,0.00975670525804162,0
Jake Shields,0.008288655895739794,0
Jakub Stawski,0.007849684916436672,0
"James Lindsay, useful degenerate",0.016920773312449455,0
James McGrew,0.00812152773141861,0
James Willby ,0.330280065536499,1
JamesRuleXRP,0.007797613274306059,0
Jamie Jenkins,0.008312419056892395,0
JanHarbaugh,0.007678301772102714,0
"Jaroslaw ""Jerry"" Waszczuk",0.6193504333496094,1
Jason Kinsley-Willis,0.006446502171456814,0
Jatara McGee WLWT,0.005797467194497585,0
Jeff Pearce,0.006216987036168575,0
Jeff Saunderson,0.012041979469358921,0
Jelena ,0.007911448366940022,0
Jelena2020,0.00831053894944489,0
Jen,0.006288888864219189,0
Jenny,0.006498042494058609,0
Jeremiah,0.00705048453528434,0
Jessica Pickett,0.006090135313570499,0
Jo Speaks,0.013060959056019783,0
JodiCab says Mardi On! ,0.006993553601205349,0
Joe Blo,0.006141656544059515,0
John Peterson,0.03205481916666031,0
John Rich,0.02571576088666916,0
JosuNuverz/ï¿½?ï¿½,0.008774549700319767,0
Journalist Dr Kemi Olunloyo,0.006972786504775286,0
Jovana,0.007963761687278748,0
JsAp,0.006032738834619522,0
Juanita Iguana ,0.0101682273671031,0
Jugo fan #2 de The ghost and Molly Mcgee,0.008619794505648315,0
Julia,0.8983483910560608,1
Julie Mclaughlin,0.028538454324007034,0
Julio Ricardo Varela,0.050262617878615856,0
"Junior Vengolor ~ big, on priv",0.022847319021821022,0
Justin Hart,0.020627185702323914,0
Justin Trudeau,0.007378201582469046,0
K H A L I L L U L L A H,0.006840588757768273,0
K2,0.019826779142022133,0
KELOLAND News,0.005094977095723152,0
KITV4,0.007056117057800293,0
Kamen_Humskiâ„¢,0.008203964680433273,0
Kamen_Humskiï¿½,0.0083027807995677,0
Kara,0.03221159242093563,0
Karabo,0.5225860476493835,1
Karen Hollis,0.017955106450244784,0
Karl BÃ©langer,0.004789222497493029,0
Karl Bï¿½langer,0.004789222497493029,0
Karl Rudakov,0.006229944061487913,0
Kassia ,0.008550646714866161,0
Kate,0.006836956134065986,0
Kate ,0.00827531167306006,0
Kathy Griffin,0.008234532549977303,0
Katya Kotlyar,0.005254918476566672,0
Keaton Belliston ,0.0182968657463789,0
Keean Bexte,0.009774972684681416,0
Keelan Leeper ,0.009927935898303986,0
Kel :),0.007824269123375416,0
Kelly,0.008901147171854973,0
Ken Johannesen,0.005738364532589912,0
Kenty,0.007299217861145735,0
Kerry N. Moore,0.006966849789023399,0
Kevin Alan Leversee ContentDragons,0.00698707764968276,0
Kevin Goheen,0.0050202831625938416,0
Khitha,0.02491414174437523,0
Kiah Danielle,0.0069057997316122055,0
Kimi,0.006926964037120342,0
Kimmy J ,0.00543491099961102,0
King Arthur,0.006484256591647863,0
Kirisu,0.007663042284548283,0
Kirsten,0.9784391522407532,1
Kit,0.01249296497553587,0
Kole,0.007200148887932301,0
Krayonic,0.009702710434794426,0
Krypt0Kyl,0.009630482643842697,0
Kulvinder Kaur MD,0.007139545865356922,0
Kyle Griffin,0.0056176092475652695,0
LEOH | mood scarf MAXINE MILES ERA,0.005910742678679526,0
LJ Artica O.O Mobile Media Mania,0.011426884680986404,0
La Senyera,0.00797836109995842,0
Lacy Crawford,0.0064063131576403975,0
Larz Justice,0.029660534778875963,0
Laura,0.11384467035531998,0
Laura Dodsworth,0.021050441078841686,0
Lauren Boebert,0.008991451933979988,0
LeWoy Smith Jr.,0.00730233546346426,0
LeafSwan #ArtFirst ,0.015817730221897364,0
Leggy Mountbatten,0.00494798831641674,0
Lem ?,0.006753616966307163,0
Lem â™¡,0.006753616966307163,0
Lenore S Clemens,0.1241731271147728,0
Lesley Podesta,0.008606791961938143,0
Let Me Pitch,0.022562867030501366,0
LetalisArtis,0.005484539084136486,0
Libertygal - I am a trucker,0.008582433685660362,0
Libs of Tik Tok,0.005885974504053593,0
LikeWaterForChocolate ???????? ,0.006512945983558893,0
LikeWaterForChocolate ğŸ…’ğŸ…—ğŸ…ğŸ…’ ,0.006512945983558893,0
Lil Rodney son,0.00939502869732678,0
Lincoln Jay,0.009573817253112793,0
Lisa B,0.004866121802479029,0
LisaXX,0.03262198530137539,0
Little Dream,0.00790111068636179,0
Lived To Tell,0.013688956201076508,0
Loicsentai,0.008291536709293723,0
London Royal Ravens,0.012559926137328148,0
LoneVaultWanderer,0.005897741531953216,0
"Lord Oliver Winston Butters,First Duke of Meatloaf",0.006216329988092184,0
Louisa Clare,0.011686217039823532,0
LuLu boom boom Roche,0.007411189377307892,0
Lucifer ,0.007862367201596498,0
Luis,0.13424237072467804,0
Luis Lewis,0.00697169010527432,0
Luna,0.285942693906171,1
Lynne 132637,0.5372848883271217,1
Lynnelovesroses,0.006234340835362673,0
M4ycrowave ,0.006308254785835743,0
MC,0.04425846412777901,0
MC_ Mhlakazi Dlamini,0.026389545761048794,0
MSNBC,0.03663024678826332,0
MaKin,0.032327160239219666,0
Mack #2053,0.020229898393154144,0
Mackenzie Gray,0.015671981498599052,0
Madeleine Emerald,0.007595208706334233,0
MaevilQueen,0.45319467782974243,1
Maggie,0.009802518878132105,0
Makingmoney2020,0.007554198149591684,0
Malcolm Smith,0.008748113177716732,0
Malika,0.004879731684923172,0
Marek Eby,0.015161256305873394,0
Marie Oakes,0.03138022148050368,0
Martin Uecker,0.007789456285536289,0
Marx,0.005667175864800811,0
Mary Talley Bowden MD,0.00648509175516665,0
Masaku,0.005281378980726004,0
Maylee the rescue pup,0.005886321887373924,0
Mc Nelly Torres,0.01989898458123207,0
Meii,0.005587579682469368,0
Melinda Grabler,0.006574032828211784,0
Melissa 4 Freedom ,0.00676788529381156,0
Micah Blake McCurdy,0.006268601398915052,0
Michael B. Lynch,0.006849474739283323,0
"Michael Cooper, MP",0.014239008538424969,0
Michael McFaul,0.005347367841750383,0
Michael Smerconish,0.008359457366168499,0
Michelle Langstone,0.005686386022716761,0
Mick Gallacher,0.0067051430232822895,0
Mickalicious,0.010617570951581001,0
MicroMatscenes,0.006949892325792462,0
Mike,0.007645064033567905,0
Mike ,0.03910369100049138,0
Mike Bradberry,0.006715640891343355,0
Mike Chiocci ,0.006401045713573694,0
Mike Gapes,0.0052327788434922695,0
Mike Pence,0.005080957431346178,0
Minkiemom,0.0062485262751579285,0
Misanfrog,0.013366186060011387,0
Mismagius / Blue Dragon,0.009243492037057877,0
Misty Tat ,0.006824145093560219,0
Mizuto,0.007410208694636822,0
Moat#4213,0.011998747009783983,0
Molly Hodgdon,0.006764202068249385,0
Mom 'n' Pop Landlord,0.010192326528744565,0
Monica Matthews On Air,0.005979924462735653,0
Mononoke NFT,0.006834631320089102,0
Moon Rock,0.006198004819452763,0
Moralni An?eo,0.007456531515344977,0
Moralni AnÄ‘eo,0.008244558237493038,0
"Morgan ""Solo Lady"" Sanchez",0.011826727539300919,0
Moxie Boosted,0.008691000752151012,0
Mrs. Uzui,0.006670699920505285,0
MsFreedomWatch,0.14295955800584384,0
"Mueller, She Wrote",0.0056101479567587376,0
MuraSora | pngtuber (trying),0.006244315300136805,0
Mx. Eric Reiter | they/them,0.0064381943084299564,0
MÃ¶th,0.009351754561066628,0
Mï¿½th,0.010579004883766174,0
N-Word R Murrow,0.008832101710140705,0
NDTV India,0.02643566858023405,0
NFT2040 : Arena,0.006125901360064745,0
NINILAN,0.01532498953331794,0
Nailea Salgado,0.016715561971068382,0
NasaGrace,0.020636693264047306,0
Ned Fulmer,0.009623848833143711,0
Neil Bennett & Moose ,0.018555497284978628,0
Neil Oliver,0.006926501169800758,0
Neumriva,0.006636593956500292,0
Neurodivergent Scientist (they/them),0.007273309398442507,0
New Years glasses on a pumpkin,0.006218800786882639,0
New York Post,0.006725973449647427,0
Nicholas Ahmadi,0.013451515696942806,0
Nick,0.00620306795462966,0
Nicole Becker,0.008562620729207993,0
Nigel Farage,0.012548285536468029,0
Nikki Fried,0.008380176033824682,0
