Text,score,label
Nina Infinity ,0.006653564982116222,0
No Lie with Brian Tyler Cohen,0.005441168788820505,0
No To Indy ,0.008427866618148983,0
Noah Ringler,0.011185528710484505,0
Noahkirk47,0.014872739790007472,0
Noam Chumpsky,0.006322265136986971,0
NurseKelsey (she/her) ,0.1303503280505538,0
Nydia,0.006865956587716937,0
OJEH,0.005967622390016913,0
OSINTtechnical,0.007421291433274746,0
OUATinaGalaxy,0.006796111352741718,0
Occasionally Occupied Transport,0.006914294324815273,0
Okeirany ,0.006943509913980961,0
Olivia Rodrigo,0.007707391865551472,0
OneNightSavage,0.0060547825414687395,0
Ontario Dad,0.007170251803472638,0
OpTic PisTola,0.006091865478083491,0
Optimus Slime,0.8724693655967712,1
Opulence Black,0.008929983712732792,0
Ottawa Police,0.02526413183659315,0
P?E?T?E?R?.,0.008189447224140167,0
PJ,0.006789819337427616,0
Paladins: The Game,0.023479996249079704,0
Paleoman M.D. ,0.029443776234984398,0
Pamela Hay,0.014043219853192568,0
Paper Magazine,0.005168635863810778,0
Pat,0.006853731814771891,0
Patricia Mc Grath,0.008727991798271736,0
Patrick Brazeau -Algonquin ,0.005666239187121391,0
Patrick Mahomes II,0.0068765615578740835,0
Patriot Ready,0.027067312970757484,0
PatriotMom,0.014898629393428564,0
PatriotTakes ,0.017469060607254505,0
Patty Prince,0.00583386467769742,0
Paul McElroy,0.012251405511051416,0
Paul Mitchell,0.053572198608890176,0
PaulB. ,0.0558784082531929,0
Paulo Herbert,0.006869520526379347,0
Pedrin,0.012314947322010994,0
Pepperoni Titties,0.008912550285458565,0
Perezvon60,0.008472788520157338,0
Peter McCormack ,0.1611652374267578,0
Phil Gould,0.007160180946812034,0
Pierre,0.012186829466372728,0
Pilyong Enhenyero,0.006669268943369389,0
PipsqueakFeverDream,0.00602740840986371,0
Pixels Of Our Life,0.009949477522500924,0
Politic@l Spinner,0.005757835693657398,0
Possum Queen,0.03230273746885359,0
President Biden,0.01489992393180728,0
Pro democracy. Get vaccinated. We all did,0.009800048545002937,0
PsyClops,0.006616001017391682,0
Pure Blood Patriot ,0.010108868591487408,0
R?u?k?i?a? B?l?a?c?k?e?,0.006986620603129268,0
RAB,0.007580863777548075,0
RDA,0.005792623075346152,0
RT,0.008403054438531399,0
Rachael,0.007711535785347223,0
RapTV,0.0056247226893901825,0
RaphÃ¤el Ø±ÙÙŠÙ‚ ğ“…“,0.3578772246837616,1
Raphï¿½el ???? ??,0.32033735513687134,1
Rastaâ„¢,0.005687033757567406,0
Rastaï¿½,0.005687033757567406,0
Ravenman,0.17811273141867584,0
Read-it Ralph,0.029067463474348187,0
RebelSaintArtemis,0.04926266148686409,0
Reecie @BlackWomenViews,0.16886325795203447,0
Resolute Bay (Rosie),0.009448321186937392,0
Restitutor Orbis,0.13086139903004682,0
Rhonda â€œFringe Minorityâ€ Peyton ,0.006844179937615991,0
Rhonda ï¿½Fringe Minorityï¿½ Peyton ,0.008083925116807222,0
Rhys Keller | Your Life Yoda,0.006736507173627615,0
Rick Madonik ,0.008420998696237803,0
Rob Mazurek,0.020128581672906876,0
Robert Boehme,0.00908050499856472,0
Robert C. Seacord,0.006460379343479872,0
"Roberta ""just another sheeple"" Laurie",0.007258711848407984,0
Rocket2865,0.5024851402267814,1
Rogue,0.012563700787723064,0
Ron Filipkowski,0.633668839931488,1
Ross â€œIn My Humble Opinionâ€ Jarvis,0.006014510057866573,0
Ross ï¿½In My Humble Opinionï¿½ Jarvis,0.006014510057866573,0
Rotciv Werdlem,0.9153589904308319,1
Royal Suitor / R.S. Locke,0.007507336093112826,0
Rupert Evelyn,0.006566490279510617,0
Russian Embassy in USA ,0.008641142398118973,0
"Russian Embassy, UK",0.006959407357499003,0
RyF,0.006076888646930456,0
Ryan,0.01033923914656043,0
Ryan K,0.007039631716907024,0
Ryan MacDonald,0.01300719939172268,0
Ryan Rishaug,0.00910917203873396,0
Ryan Zohoury,0.006867171498015523,0
RÍŸuÍŸkÍŸiÍŸaÍŸ BÍŸlÍŸaÍŸcÍŸkÍŸeÍŸ,0.007375536719337106,0
S John,0.14226744137704372,0
SERENITY HOW!?,0.005446528783068061,0
SM,0.010101932100951672,0
SR,0.01938394270837307,0
SWXRightNow,0.005365008022636175,0
SaD.,0.009044620208442211,0
Sad CUPkii ,0.007644365541636944,0
Safoora Zargar,0.01788274198770523,0
Sam (wants interaction),0.011837690137326717,0
Sandy Garossino,0.0063066924922168255,0
Sarah perkins,0.0057093193754553795,0
Sare Davuto?lu,0.009373115375638008,0
Sare DavutoÄŸlu,0.008378678932785988,0
Scrafted,0.0055070980452001095,0
Sean Chiplock ,0.008106794208288193,0
Sean Donnelly,0.005743620335124433,0
Sean Kennedy (aka MacGyver),0.009471611119806767,0
Selma,0.006821288727223873,0
Servis kompjutera Beograd,0.006672457559034228,0
Sexy Craig (cute arc) ,0.006733674556016922,0
Shalter EgoÅ¡,0.008106170454993844,0
Shawn Dunning,0.006062063078085582,0
Shelby,0.01768147014081478,0
Shelley,0.00695931538939476,0
Sherry Reis ,0.007521807216107845,0
Shion Uzuki,0.006324368342757225,0
Shyam Meera Singh,0.022756670136004686,0
Sigrun Moon,0.04527504136785865,0
Sissy is Embarrassed By Shih Tzu Say,0.013546835631132126,0
Skiffy McGee,0.009488045237958431,0
Softie || THE YUZURU HANYU OLYMPICS,0.007280271500349045,0
Sophie Corcoran,0.04894302226603031,0
Souz,0.005613245069980621,0
SpacWatch25,0.02873963334908088,0
Spandexgivesmethecreeps,0.7831984162330627,1
Spiritual Word,0.01442201342433691,0
Squints,0.0058414204977452755,0
Squirrel Bobber,0.006337116938084364,0
Srdjan Dragojevic,0.0077497398015111685,0
St Annes CC ,0.0048227624502032995,0
Stacy Rasgon,0.0061600087210536,0
Star Tribune,0.0056560063967481256,0
Star!,0.006277057807892561,0
Steph,0.005711472127586603,0
Stephen Jones,0.010400630134556974,0
Stephen Marche,0.00507376017048955,0
Stephy B,0.008310459554195404,0
Steve,0.024742841720581055,0
Steve Merrick,0.006523939780890942,0
Steven Clark,0.4128265008330345,1
Steven Crowder,0.023503979668021202,0
Steven Morris ,0.005795264150947332,0
Stevie Ann,0.007658841088414192,0
Stormy cat,0.009090013802051544,0
Subject : Re,0.00726581085473299,0
Sue (HermesNinja),0.01592154987156391,0
SugarMagnolia,0.005513358395546675,0
Suit24601,0.6077708601951599,1
Support Independent Media,0.005802449770271778,0
Sven Gustafson,0.008567403070628643,0
Sven Henrich,0.008736418560147285,0
THEE Cheeky Ginger,0.0062780836597085,0
THE_MANTIS,0.01697804220020771,0
TL,0.015783842653036118,0
TNT,0.030211948323994875,0
TaNautica,0.008561205118894577,0
Tajuden Soroush,0.030424804892390966,0
Talia Thrace,0.01730182006334265,0
Tanjiro #RestEazyGachaTalks,0.01948440819978714,0
Tduns,0.00935437437146902,0
TechHelp,0.0056145391426980495,0
Teehee,0.01735154166817665,0
TeepTap,0.0061888061463832855,0
Tej,0.005422986578196287,0
TemanSedih?,0.010026459582149982,0
TemanSedihî¨€,0.010026459582149982,0
Texas Born Texan: Directorâ€™s Cut,0.00653057498857379,0
Texas Born Texan: Directorï¿½s Cut,0.00653057498857379,0
That Girl 365,0.008140495279803872,0
The Cat =^.^= ,0.0059423903003335,0
The Family Soup Company,0.005414151586592197,0
The Globe and Mail,0.006024384405463934,0
The Great Abisola,0.0067345448769629,0
The Jewish Ginger Resister,0.007188769523054361,0
The Marvelous Mrs. Maisel,0.005581055302172899,0
The National,0.0054250494576990604,0
The New York Times,0.005404805298894644,0
The Riddler,0.04764875099062919,0
The Sadies,0.005169779062271118,0
The Washington Post,0.00509107019752264,0
TheNCSmaster,0.00914680678397417,0
TheRitter,0.03617281746119261,0
TheShdwLordApe ,0.007399724330753088,0
TheZombienator,0.006087237503379583,0
ThemeParkChasers ,0.006894756807014346,0
Thomas Czerniawski,0.005710637662559748,0
Thy ???? #LeniKiko2022,0.007987361090878645,0
Thy æˆ‘æ˜¯åŠ›é‡ #LeniKiko2022,0.006485740654170513,0
"Tim Hinchliffe, Photographer.",0.06930458173155785,0
Tired. Dad. Writer.,0.005103722447529435,0
Tom,0.017111269198358058,0
Tom Fitton,0.00937885046005249,0
Tom Oâ€™Hanlon,0.0071996646001935005,0
Tom Oï¿½Hanlon,0.0071996646001935005,0
Tom Parkin,0.012818967923521996,0
Tom is vaxxed and boosted,0.015560343861579895,0
Travis Never Broke Again,0.007346179491529862,0
Trev,0.006267638877034187,0
Triggered Ginger,0.005943451309576631,0
Trippy Ty ,0.005984120769426227,0
Trotty,0.010593263432383537,0
Troy,0.006374710006639361,0
TrueDerekSloan,0.014647425152361393,0
TwatterTit - My name is not Refugee,0.010736666386947036,0
UPoC - United Photojournalists of Canada,0.005805718246847391,0
US Army Veteran,0.010670043528079987,0
Ultra Cammy,0.014541694894433022,0
UngodlyHomeschoolers ,0.006537780165672302,0
Unlovable Finnek ,0.009856512863188982,0
Utdgodfather,0.0063993860967457294,0
V,0.008902124129235744,0
VIVA,0.01460214052349329,0
Val ,0.9510563611984253,1
Vancouver Missy,0.005784202367067337,0
Vaxxed & Boosted EMC,0.19624884771183132,0
Vector,0.008482519537210464,0
Vicki Campbell ,0.006389594171196222,0
Victoria Bueno,0.005542374914512038,0
Vin Okaw,0.010418141260743141,0
Vonn.,0.007852507755160332,0
Vouis Luitton,0.01560569554567337,0
Vulkan Vucic,0.007573818943152825,0
VyceVictus,0.007433142513036728,0
W.,0.01608327403664589,0
WC1804-LH8X ,0.0417741104029119,0
WIENER,0.007487282156944275,0
WPLG Local 10 News,0.019113382324576378,0
WRAL OutandAbout,0.005030346568673849,0
"Waja, Charles Fatau Waja",0.00794895924627781,0
Wardus Rigor Mortis,0.010983647778630257,0
Warrior of light,0.005089164711534977,0
Watcher.Guru,0.00590473972260952,0
Watching the Throne,0.005595411639660597,0
WaterBoy.eth | Nomad Blvd,0.01984442677348852,0
WiFry,0.3080031927675009,1
Will Cover,0.014921439811587334,0
Will Warren,0.008407511282712221,0
William White,0.009828045964241028,0
Wings And Rockets,0.015521325170993805,0
Winifred Davies ,0.007880458049476147,0
Winkitty? ,0.009488632436841726,0
Winkittyâ· ,0.007734254002571106,0
Wittgenstein,0.01261145155876875,0
Wolfie,0.007654870394617319,0
Wooglin ,0.006276608910411596,0
World of Engineering,0.0069534024223685265,0
XRPFax,0.006660684943199158,0
XRPumpkin,0.008002354204654694,0
Xolani,0.02019854262471199,0
Xtina,0.013073221780359745,0
Y U K I O (????)?,0.008387483656406403,0
Y U K I O (ã£â—”â—¡â—”)ã£,0.008269862644374371,0
Your Vagesty,0.0064336710299054784,0
Yusuf Abramjee,0.02065675426274538,0
ZUBY:,0.007291334215551615,0
Zeddy,0.005582659039646387,0
Zoe,0.008285452611744404,0
"Zoopa ""Zoop"" Loopa ",0.008652247488498688,0
adrichat luvr ?,0.005792384967207909,0
adrichat luvr â™¡,0.005792384967207909,0
afonso o baboso,0.009702335856854916,0
aga | 4Aq ,0.005577587056905031,0
aixa,0.011084369383752346,0
alex,0.03581545758061111,0
alvie,0.005439677741378546,0
alyssa,0.007835591910406947,0
angy :),0.2331972715910524,0
anna ,0.012715301127173007,0
araragi,0.005274644587188959,0
arâ€ ax,0.007066524587571621,0
arï¿½ax,0.007066524587571621,0
ash,0.012293385341763496,0
asterix.asterix,0.13752955038632667,0
austyn with an ,0.009280289988964796,0
beanie ,0.011372303823009133,0
beautytools4u,0.008000693283975124,0
berry. ? ?????,0.009741198038682342,0
berry. â™¡ ã†ã¡ã¯ä¸€æ—,0.009741198038682342,0
beverly hernandez,0.007687123958021402,0
bianchini,0.008883001282811165,0
bort.tv,0.0156688392162323,0
capa ajuan,0.00679889612365514,0
carina,0.006302708759903908,0
ccoconut,0.006476417649537325,0
char ,0.0074227601289749146,0
connor b,0.16202487424016,0
cowboy renegade,0.016408580044905346,0
csymmonds,0.2657802700996399,1
dalena ,0.008212773595005274,0
dani ? is driving home 2 u,0.016109241638332605,0
dani âœ¿ is driving home 2 u,0.016109241638332605,0
daniel ,0.008419571444392204,0
danielle x,0.010051771067082882,0
datatosee.com,0.5811477303504944,1
days without a george stream,0.006358639802783728,0
daze ,0.007834368851035833,0
debbie gatlin,0.01304807048290968,0
deema ,0.006624163128435612,0
destiny/keats: dk hobi & vernon day ,0.005610967520624399,0
dildo_baggins,0.19894205033779144,0
disasteradio / eyeliner in 2 person horse costume,0.006013270001858473,0
dodo,0.006477796006947756,0
dohaalsaleh,0.03043838683515787,0
dominic dyer,0.006819932721555233,0
drippin so pretty,0.0061691629234701395,0
e? ,0.00800489541143179,0
eiraM yelhsA,0.006653893273323774,0
el,0.00847957655787468,0
eleanor,0.02086804062128067,0
ellipsi.,0.006658891681581736,0
eny !!,0.0060049244202673435,0
eve,0.00923631526529789,0
eâ» ,0.00800489541143179,0
fairy,0.007607139414176345,0
fede p,0.00719261650616924,0
fringeeeeeRN,0.005799371749162674,0
gab,0.0055982377380132675,0
gemma is reading ,0.012200572527945042,0
gmoney.eth,0.006425852887332439,0
green bean,0.0074489968828856945,0
h,0.007335333153605461,0
han,0.008813824504613876,0
han ??? 196 | new art!!,0.00795412715524435,0
han â˜ºï¸ï¸ 196 | new art!!,0.00795412715524435,0
helen,0.008874379098415375,0
hisu best girlâ€¦ love u baby,0.35241931630298495,1
hisu best girlï¿½ love u baby,0.19280079302067557,0
i dont know who sora is,0.007335794856771827,0
i eat ice (and men),0.00607795175164938,0
in my migraine era,0.01152723329141736,0
ionic breeze quadra,0.02234659530222416,0
izzy,0.011929493863135576,0
j-hope,0.008119764854200184,0
jada,0.05957804620265961,0
jason Smith,0.0794162005186081,0
jay,0.005698326509445906,0
jay ?,0.008731984533369541,0
jay â™¡,0.008731984533369541,0
jayanti,0.006275867344811559,0
jcafarley,0.0072049531154334545,0
jenn :),0.005621590185910463,0
jerem ,0.006400338606908917,0
jerema,0.008571465499699116,0
jessie??,0.005065058823674917,0
jessieãƒŸâ˜†,0.005065058823674917,0
jimin's gf,0.007380224298685789,0
jude,0.006059798877686262,0
judyann451,0.006468068459071219,0
juicy j,0.01876869611442089,0
juliet,0.005812674993649125,0
jumpinglamps,0.0075338128954172134,0
jupiter,0.007633788511157036,0
justmyname,0.00799885904416442,0
juststarstuff,0.005712953396141529,0
k / ash ? ,0.008318716660141945,0
kaitlyn,0.007412343751639128,0
kasper,0.006517316680401564,0
katalina,0.020398129398624103,0
keirs,0.006513270549476147,0
kinkigam1977,0.0058526096399873495,0
kins ,0.007434531347826123,0
kira ?? ?ï¿½s v!,0.005480446387082338,0
kira â€â· â™¡â€™s v!,0.005480446387082338,0
krystal,0.007223506807349622,0
krzys,0.00619631027802825,0
kya,0.3217899166047573,1
lala ,0.7888057231903076,1
lamb's wool,0.022815902717411518,0
lc does her own research,0.03373264521360397,0
leigh,0.008812646381556988,0
lemon ,0.008499109884724021,0
lisa y. litwiller,0.005330844782292843,0
liv,0.006727570202201605,0
liz,0.007123259827494621,0
lizard ,0.012016568682156503,0
louis tomlinson tour,0.007642134092748165,0
love yourz ???,0.0067719086073338985,0
love yourz â—¤âœ â—¢,0.0067719086073338985,0
lucy,0.0072091591012265,0
lukey 9000 degreezÂ®(),0.014573687687516212,0
lukey 9000 degreezï¿½(),0.014573687687516212,0
luÃ­sa,0.00951089640147984,0
luï¿½sa,0.013474583392962813,0
macro fan,0.01335036102682352,0
magnus defender,0.015505027025938034,0
magui,0.05500893294811249,0
mai ,0.02062073815613985,0
maisie,0.1525028612522874,0
mari ? yae miko haver,0.007319897413253784,0
mari â™¡ yae miko haver,0.007371395826339722,0
mariana Z,0.005919096525758505,0
marilyn gober,0.007380658062174916,0
marlena ?,0.005756017751991749,0
marlena â¦,0.005756017751991749,0
mathieu | 90,0.009121714625507593,0
mawt,0.026003753766417503,0
mcogsthethriceborn,0.005737288622185588,0
medusa,0.007668242556974292,0
megan,0.009941614232957363,0
megs,0.03506660461425781,0
meow maybe?,0.005458066123537719,0
miffyx,0.014414345263503492,0
mims ? XEL DAY T-17,0.01946956346121927,0
mims â™¡ XEL DAY T-17,0.019527269216875236,0
mintpinne,0.006438380805775523,0
miss minutes ,0.01621890254318714,0
misscxxt ,0.0058653466403484344,0
miy || lets be moots!,0.007245954591780901,0
mr stress,0.006917271297425032,0
mrdtap99,0.010777351446449757,0
murilo,0.005370710976421833,0
mustardman,0.008067366667091846,0
nanaama,0.006342289503663778,0
nat ,0.007719552610069513,0
ndweiss. A brokedown palace. A jezebel.,0.007090832805261016,0
neo,0.009284333791583776,0
nesnadjena,0.006454845424741507,0
news.com.au,0.008361485786736012,0
nex loves mon ,0.006426957901567221,0
nicole ??,0.007789803668856621,0
nicole ğ“†™,0.007789803668856621,0
nike (VOTE ENHYPEN ON TTA),0.0062083047814667225,0
nikki 114,0.01912689721211791,0
ocean ,0.006627731956541538,0
owain,0.02916469717664378,0
padmï¿½ ? fivesï¿½ wife,0.008499758318066597,0
patto,0.006239978596568108,0
phil,0.011523309163749218,0
pierrepoilievre,0.0063586789183318615,0
ping r,0.006622835993766785,0
pluto,0.010871990583837032,0
pokimane,0.013090214692056179,0
prodbyrick,0.00877283327281475,0
puck! ,0.006303250789642334,0
rAiNieR,0.006408565677702427,0
raffa,0.006285292329266667,0
rap pics that go hard,0.005246901419013739,0
reb,0.006082579493522644,0
rebekkauh ,0.008620723150670528,0
reiker [moot],0.00889663863927126,0
richlux713,0.9651673436164856,1
rosanna arquette,0.008372951298952103,0
royal,0.005699850618839264,0
royal blue,0.007617556334783633,0
ryan hayhurst,0.01812121272087097,0
ryck,0.006719344994053245,0
sai,0.007713718805462122,0
sam,0.006000726483762264,0
sam ):),0.00930831115692854,0
saph,0.007906121900305152,0
sarah,0.009355680085718632,0
scary spice,0.01321747452020645,0
sendÅ¾a,0.008302929811179638,0
sendï¿½a,0.007415726315230131,0
seven possums in an afi hoodie,0.007475939462892711,0
shaine,0.005955047439783812,0
shawn michelsen,0.02081848680973053,0
shu ota,0.008972379611805081,0
sirius ??,0.0107374363578856,0
sirius ğ–¤,0.010026810690760612,0
smoothie,0.006833336316049099,0
snowboiiii,0.007950215367600322,0
somechewlip,0.009103036136366427,0
str3tch,0.010211517103016376,0
stuart hammond,0.007588774897158146,0
sunny !!,0.005756350699812174,0
suzanna,0.007022703066468239,0
suâ€™s handholder,0.00605930807068944,0
suï¿½s handholder,0.00605930807068944,0
t ?,0.009295440589388212,0
t âˆ,0.009295440589388212,0
t. kendal mintcake,0.00710019888356328,0
tasha is tired? ,0.006637992803007364,0
tasha is tiredâ· ,0.006637992803007364,0
tei,0.008781478740274906,0
thatoneguy,0.010430316207930446,0
the j.,0.00812378479167819,0
the rennverse,0.008323530045648416,0
total BarÃ§a,0.006242448464035988,0
total Barï¿½a,0.006242448464035988,0
ttv/hey_olivia_,0.005641140975058079,0
ugu,0.0071240671289463835,0
valen perez,0.009354617446660995,0
valentine ?,0.10475341975688934,0
valentine â˜†,0.10475341975688934,0
vi & paz ,0.009843204636126757,0
vinne,0.009791445918381214,0
violet ,0.012604821007698774,0
vis ? ):),0.008847522859772047,0
vis â· ):),0.00904187886044383,0
yecisscience,0.005992397665977478,0
ymir,0.007443808950483799,0
you come to me with...LOVE?!,0.008416980504989624,0
za,0.006007794290781021,0
zumi,0.0060725039802491665,0
~?Lance?~,0.007226568181067705,0
~â—‡Lanceâ™¡~,0.007060314994305372,0
Â°ã€‹Desireeã€ŠÂ°,0.0065877302549779415,0
Ãine C,0.005839108023792505,0
Ã„Ã±jÃ¥ RÃªÃ±,0.006102998275309801,0
Ë¢Ë¡â±áµÊ°áµ—Ë¡Ê¸ áµƒáµ‡áµ’áµ›áµ‰ á´€á´ á´‡Ê€á´€É¢á´‡ josh,0.0077839018777012825,0
ĞÑ‚Ğ°Ğ¼Ğ°Ğ½ Ğ·Ğ°Ğ“Ğ»Ğ¸Ğ±Ñ™Ğ°Ğ½ÑĞºĞ¸,0.009448317810893059,0
Ğ’Ğ»Ğ°Ğ´Ğ¸Ğ¼Ğ¸Ñ€ Ğœ.Ğ“Ğ°Ñ˜Ğ¸Ñ›,0.013865754008293152,0
Ğ¯ÎD PILL LÎD ,0.007513538934290409,0
Ñ€Ğ°Ğ´Ğµ,0.006579144857823849,0
Ø­Ù…Ø²Ù‡ Ø±ÙˆÙ…Ø§,0.012420112267136574,0
Ù‹,0.0060370806604623795,0
Ù‹ ğ“‚‹ âŸ¢ kristine,0.008537797722965479,0
á´‹Éªá´ Êœá´‡Éªá´Šá´…á´‡É´Ê€Éªá´Šá´‹,0.008135802112519741,0
á´¹á´¬á´¹á´®á´¬ á´¹á´±á´ºáµ€á´¬á´¸á´µáµ€áµ,0.008204898098483682,0
áµâ¿áµâ±áµ‰á´¹áµ’â¿áµâ±áµ‰,0.007582186721265316,0
â€Ù‹,0.028678879607468843,0
â€˜The Dr. Debra Soh Podcastâ€™ is on all platforms,0.015019587241113186,0
â€¢Â°kokomiÂ°â€¢,0.005887174047529697,0
âŠ¹,0.007153935031965375,0
â”‰â”‰ ğ’–ğ’”ğ’‚ğ’ğ’ğ’„ğ’Œ .áŸ ,0.017914995551109314,0
â–¹ğ•‚ğ•šğ•£ğ•–ğ•š,0.014637892134487629,0
â™¡,0.009270960465073586,0
â™¡ â–ªï¸bambi: astro brainrot actuallyâ–ªï¸â™¡,0.0073199644684791565,0
âš’ï¸(((,0.010491060791537166,0
â›§LEADER OF OLD SPORT CULTâ›§,0.006354242563247681,0
âœ© ğ‘³ğ’–ğ’„ğ’Šğ’‡ğ’†ğ’“ ğ‘´ğ’ğ’“ğ’ğ’Šğ’ğ’ˆğ‘ºğ’•ğ’‚ğ’“ âœ©||RP,0.005741230522592862,0
âœ·Raskolnikovâœ·,0.006675466429442167,0
ãµãã–ã‚@ï¾‰Â¨ï¼ˆãƒœã‚±æ®ºã—æ‹…å½“ï¼‰,0.008635296020656824,0
ã‚­ãƒªã‚¨ãƒ³äº”å,0.059097909135743976,0
ãƒˆãƒŸã‚¤,0.007405481301248074,0
ãƒ•ã‚©ãƒ¼ãƒŸãƒ¥ãƒ©,0.012626095364491144,0
æ¢…ã¨ã‚ã‚ã†ã©ã‚“ã“,0.011174456216394901,0
ç”˜åˆ©å­ã‚ã‡å¤ª,0.007940074428915977,0
ç¦å¨ƒ | fuwa,0.007569500245153904,0
êª—êª®êªŠ'á¥…ê«€* ,0.007038558833301067,0
ë¯¼ìˆ˜ì‹¸ëµ¹,0.01225180784240365,0
ì‚¬ì´ë“œ ê¹œë‘¥ì´,0.017141936346888542,0
ì†Œë‚™ë¹„ ì£¼ì¸ì¥,0.019949624314904213,0
í¬ë§,0.009671841748058796,0
î¨€Ms,0.31718745548278093,1
ï¿½?Desiree?ï¿½,0.0065877302549779415,0
ï¿½Dreckitude!ï¿½ #RIPALT,0.006194134708493948,0
ï¿½The Dr. Debra Soh Podcastï¿½ is on all platforms,0.015019587241113186,0
ï¿½ine C,0.005839108023792505,0
ï¿½ï¿½jï¿½ Rï¿½ï¿½,0.006102998275309801,0
ğ€ğ‹ğ…ğ„ğğƒğˆ ğ‹ğ€ğ˜ğ“ğğ.,0.008651761338114738,0
ğˆğ’ğ‡ğ“ğ„ğ˜,0.09629526734352112,0
ğ‘ƒğ‘Ÿğ‘œğ‘“ğ‘’ğ‘ ğ‘ ğ‘œğ‘Ÿ ğ´ğ‘Ÿğ‘šğ‘–ğ‘¡ğ‘ğ‘”ğ‘’ ğ»ğ‘¢ğ‘¥ (H),0.015186998527497053,0
ğ‘¨ğ’šğ’ğ’‚!,0.014963241294026375,0
ğ‘³ğ’Šğ’,0.007250678725540638,0
ğ”ğ”¬ğ”¥ğ”« ğ”šğ”¦ğ”«ğ” ğ”¥ğ”¢ğ”°ğ”±ğ”¢ğ”¯,0.8839489221572876,1
ğ•‚ğ•’ğ•ªğ•ğ•’ #BELIEVEBRITNEY #FREEKESHA #FREEAMANDA,0.015456726308912039,0
ğ•´ğ–‘ğ–‘ğ–šğ–’ğ–ğ–“ğ–†ğ–™ğ– ğ–ğ–ğ–‘ğ–‘ğ–Šğ–—,0.011477931402623653,0
ğ•¸ğ–”ğ–“ğ–ğ–Šğ–.ğ•¯.ğ•¾ğ–†ğ–—ğ–†-âµ£,0.007601821329444647,0
ğ–˜ğ–ğ–†ğ–’ğ–Šğ–‘ğ–Šğ–˜ğ–˜ğ–Œğ–”ğ–”ğ–“ğ–Šğ–— î¨€,0.009528874419629574,0
ğ˜¼ğ™ğ™ƒğ™€ğ™ ,0.010560828261077404,0
ğ™¤ğ™¬ğ™šğ™£,0.31293253344483674,1
ğ™°ğš•ğš˜ğš—ğš ğšŠğš ğ™½ğš’ğšğš‘ğš,0.010235367342829704,0
ğŸ…²ğŸ…´ğŸ…½ğŸ†ƒğŸ…´ğŸ†-ğŸ†ğŸ…¸ğŸ…¶ğŸ…·ğŸ†ƒ,0.00863694993313402,0
ğŸ…¸ğŸ…½ğŸ…³ğŸ†ˆ ğŸ†ğŸ…´ğŸ…µğŸ†„ğŸ…¶ğŸ…´ğŸ…´,0.007491762517020106,0
